Date,Adj.Close
2021-11-10,111.256699
2021-11-11,109.478554
2021-11-12,109.753624
2021-11-15,109.900993
2021-11-16,110.254654
2021-11-17,110.539543
2021-11-18,110.912857
2021-11-19,108.83017
2021-11-22,109.48838
2021-11-23,111.580887
2021-11-24,111.964027
2021-11-26,108.71228
2021-11-29,108.781052
2021-11-30,107.710243
2021-12-01,106.747482
2021-12-02,109.458908
2021-12-03,109.282074
2021-12-06,111.364761
2021-12-07,114.213722
2021-12-08,114.203896
2021-12-09,113.31974
2021-12-10,114.675446
2021-12-13,113.526047
2021-12-14,112.690994
2021-12-15,112.66153
2021-12-16,111.590714
2021-12-17,106.718018
2021-12-20,106.187515
2021-12-21,108.427391
2021-12-22,109.77327
2021-12-23,110.392189
2021-12-27,112.209633
2021-12-28,113.535858
2021-12-29,114.331604
2021-12-30,114.194069
2021-12-31,114.911232
2022-01-03,114.626328
2022-01-04,112.229271
2022-01-05,108.496162
2022-01-06,109.183838
2022-01-07,105.676674
2022-01-10,104.163773
2022-01-11,102.208801
2022-01-12,102.041801
2022-01-13,100.597672
2022-01-14,98.357796
2022-01-18,96.009865
2022-01-19,95.165001
2022-01-20,94.03524
2022-01-21,94.614853
2022-01-24,96.373344
2022-01-25,95.302536
2022-01-26,93.897705
2022-01-27,93.642281
2022-01-28,95.499016
2022-01-31,96.589485
2022-02-01,97.021736
2022-02-02,96.009865
2022-02-03,94.251366
2022-02-04,93.327911
2022-02-07,93.514572
2022-02-08,93.249321
2022-02-09,95.420418
2022-02-10,94.107208
2022-02-11,92.54715
2022-02-14,92.468163
2022-02-15,93.317307
2022-02-16,93.978844
2022-02-17,91.875732
2022-02-18,92.162064
2022-02-22,91.934975
2022-02-23,88.518639
2022-02-24,89.861473
2022-02-25,91.411659
2022-02-28,90.63163
2022-03-01,89.002449
2022-03-02,91.599258
2022-03-03,90.374908
2022-03-04,88.893837
2022-03-07,83.394135
2022-03-08,82.939934
2022-03-09,86.494499
2022-03-10,86.060059
2022-03-11,81.685974
2022-03-14,78.289375
2022-03-15,82.071045
2022-03-16,86.306908
2022-03-17,86.553757
2022-03-18,88.469261
2022-03-21,85.763847
2022-03-22,86.780846
2022-03-23,85.13192
2022-03-24,86.020569
2022-03-25,86.346397
2022-03-28,87.264656
2022-03-29,90.078705
2022-03-30,89.881218
2022-03-31,89.821983
2022-04-01,90.335419
2022-04-04,86.978317
2022-04-05,83.058426
2022-04-06,82.308014
2022-04-07,82.071045
2022-04-08,80.491226
2022-04-11,79.661835
2022-04-12,78.783066
2022-04-13,79.898804
2022-04-14,78.496727
2022-04-18,78.595467
2022-04-19,80.195023
2022-04-20,79.158272
2022-04-21,77.963539
2022-04-22,76.936661
2022-04-25,76.995911
2022-04-26,74.67556
2022-04-27,73.796799
2022-04-28,75.613571
2022-04-29,73.698059
2022-05-02,74.418846
2022-05-03,73.391968
2022-05-04,80.609718
2022-05-05,76.50222
2022-05-06,75.554329
2022-05-09,72.562569
2022-05-10,70.95314
2022-05-11,69.175858
2022-05-12,69.50399
2022-05-13,75.171692
2022-05-16,72.009705
2022-05-17,73.302345
2022-05-18,70.876167
2022-05-19,71.522484
2022-05-20,72.974213
2022-05-23,73.004044
2022-05-24,72.308014
2022-05-25,72.069374
2022-05-26,74.067978
2022-05-27,76.275406
2022-05-31,78.055267
2022-06-01,75.847839
2022-06-02,78.970047
2022-06-03,78.60215
2022-06-06,78.532547
2022-06-07,79.019768
2022-06-08,78.025436
2022-06-09,78.462944
2022-06-10,75.241295
2022-06-13,71.95005
2022-06-14,71.90033
2022-06-15,73.769684
2022-06-16,70.548035
2022-06-17,71.46283
2022-06-21,72.546654
2022-06-22,72.884727
2022-06-23,74.773956
2022-06-24,77.667473
2022-06-27,77.239914
2022-06-28,75.907501
2022-06-29,75.996994
2022-06-30,75.957214
2022-07-01,78.810959
2022-07-05,79.069481
2022-07-06,78.413223
2022-07-07,78.791069
2022-07-08,78.830841
2022-07-11,77.458664
2022-07-12,77.319458
2022-07-13,77.478546
2022-07-14,77.756958
2022-07-15,79.168922
2022-07-18,79.775467
2022-07-19,82.082321
2022-07-20,82.798241
2022-07-21,83.066711
2022-07-22,83.116425
2022-07-25,81.038269
2022-07-26,79.855011
2022-07-27,82.489998
2022-07-28,84.190308
2022-07-29,84.299683
2022-08-01,84.428955
2022-08-02,83.235748
2022-08-03,86.775574
2022-08-04,86.387787
2022-08-05,85.244308
2022-08-08,85.23436
2022-08-09,84.359344
2022-08-10,85.999992
2022-08-11,87.269997
2022-08-12,88.309998
2022-08-15,89.160004
2022-08-16,89.400002
2022-08-17,88.349998
2022-08-18,88.550003
2022-08-19,86.919998
2022-08-22,84.949997
2022-08-23,84.690002
2022-08-24,86.050003
2022-08-25,87.389999
2022-08-26,84.059998
2022-08-29,84.120003
2022-08-30,83.410004
2022-08-31,84.07
2022-09-01,85.400002
2022-09-02,82.940002
2022-09-06,84.519997
2022-09-07,88.309998
2022-09-08,89.459999
2022-09-09,88.690002
2022-09-12,89.07
2022-09-13,87.839996
2022-09-14,92.699997
2022-09-15,92.220001
2022-09-16,91.309998
2022-09-19,92.139999
2022-09-20,90.790001
2022-09-21,88.599998
2022-09-22,84.699997
2022-09-23,84.169998
2022-09-26,84.809998
2022-09-27,84.279999
2022-09-28,87.110001
2022-09-29,86.57
2022-09-30,84.260002
2022-10-03,85.620003
2022-10-04,88.510002
2022-10-05,90.120003
2022-10-06,89.349998
2022-10-07,87.029999
2022-10-10,87.059998
2022-10-11,86.209999
2022-10-12,86.870003
2022-10-13,89.370003
2022-10-14,86.370003
2022-10-17,88.900002
2022-10-18,88.959999
2022-10-19,87.519997
2022-10-20,86.790001
2022-10-21,88.610001
2022-10-24,83.760002
2022-10-25,85.209999
2022-10-26,85.889999
2022-10-27,85.279999
2022-10-28,87.099998
2022-10-31,86.589996
2022-11-01,87.099998
2022-11-02,84.580002
2022-11-03,84.68
2022-11-04,91.860001
2022-11-07,90.449997
2022-11-08,92.75
